name,location,type,rank,rating,feesPerYear,description,website,phone,email,established,courses
Dakshina Kannada Medical College 966,Dakshina Kannada,Medical,274,3.8,817263,"Medical college in Dakshina Kannada, Karnataka",https://dakshinakannadamedicalcollege966.edu.in,,info@dakshinakannadamedicalcollege966.edu.in,1971,MBBS|MD|MS|BDS
Koppal Engineering College 967,Koppal,Engineering,412,4.1,616324,"Engineering college in Koppal, Karnataka",https://koppalengineeringcollege967.edu.in,,info@koppalengineeringcollege967.edu.in,1972,CSE|ECE|ME|Civil|AI|DS
Kalaburagi Medical College 968,Kalaburagi,Medical,34,4.6,1178490,"Medical college in Kalaburagi, Karnataka",https://kalaburagimedicalcollege968.edu.in,,info@kalaburagimedicalcollege968.edu.in,1974,MBBS|MD|MS|BDS
Koppal Engineering College 969,Koppal,Engineering,226,3.8,490546,"Engineering college in Koppal, Karnataka",https://koppalengineeringcollege969.edu.in,,info@koppalengineeringcollege969.edu.in,2003,CSE|ECE|ME|Civil|AI|DS
Hassan Degree College 970,Hassan,Degree,111,4.1,109084,"Degree college in Hassan, Karnataka",https://hassandegreecollege970.edu.in,,info@hassandegreecollege970.edu.in,1987,BA|BSc|BCom|BBA|BCA
Bengaluru Urban Engineering College 971,Bengaluru Urban,Engineering,95,4.2,1000890,"Engineering college in Bengaluru Urban, Karnataka",https://bengaluruurbanengineeringcollege971.edu.in,,info@bengaluruurbanengineeringcollege971.edu.in,2012,CSE|ECE|ME|Civil|AI|DS
Mandya Medical College 972,Mandya,Medical,349,4.2,744785,"Medical college in Mandya, Karnataka",https://mandyamedicalcollege972.edu.in,,info@mandyamedicalcollege972.edu.in,1959,MBBS|MD|MS|BDS
Dharwad Medical College 973,Dharwad,Medical,191,4.2,656198,"Medical college in Dharwad, Karnataka",https://dharwadmedicalcollege973.edu.in,,info@dharwadmedicalcollege973.edu.in,2017,MBBS|MD|MS|BDS
Bidar Engineering College 974,Bidar,Engineering,68,4.6,41916,"Engineering college in Bidar, Karnataka",https://bidarengineeringcollege974.edu.in,,info@bidarengineeringcollege974.edu.in,1971,CSE|ECE|ME|Civil|AI|DS
Tumakuru Degree College 975,Tumakuru,Degree,35,4.3,166814,"Degree college in Tumakuru, Karnataka",https://tumakurudegreecollege975.edu.in,,info@tumakurudegreecollege975.edu.in,1966,BA|BSc|BCom|BBA|BCA
Dakshina Kannada PU College 976,Dakshina Kannada,PU,331,4.7,951459,"PU college in Dakshina Kannada, Karnataka",https://dakshinakannadapucollege976.edu.in,,info@dakshinakannadapucollege976.edu.in,1980,PUC Science|Commerce|Arts
Belagavi Degree College 977,Belagavi,Degree,345,3.8,1079943,"Degree college in Belagavi, Karnataka",https://belagavidegreecollege977.edu.in,,info@belagavidegreecollege977.edu.in,1954,BA|BSc|BCom|BBA|BCA
Chikkamagaluru Degree College 978,Chikkamagaluru,Degree,186,4.8,1236784,"Degree college in Chikkamagaluru, Karnataka",https://chikkamagalurudegreecollege978.edu.in,,info@chikkamagalurudegreecollege978.edu.in,2008,BA|BSc|BCom|BBA|BCA
Dakshina Kannada Engineering College 979,Dakshina Kannada,Engineering,488,4.3,186647,"Engineering college in Dakshina Kannada, Karnataka",https://dakshinakannadaengineeringcollege979.edu.in,,info@dakshinakannadaengineeringcollege979.edu.in,1999,CSE|ECE|ME|Civil|AI|DS
Shivamogga PU College 980,Shivamogga,PU,255,4.7,548597,"PU college in Shivamogga, Karnataka",https://shivamoggapucollege980.edu.in,,info@shivamoggapucollege980.edu.in,2001,PUC Science|Commerce|Arts
Raichur PU College 981,Raichur,PU,495,3.6,1296572,"PU college in Raichur, Karnataka",https://raichurpucollege981.edu.in,,info@raichurpucollege981.edu.in,1995,PUC Science|Commerce|Arts
Hassan Engineering College 982,Hassan,Engineering,332,4.8,1069092,"Engineering college in Hassan, Karnataka",https://hassanengineeringcollege982.edu.in,,info@hassanengineeringcollege982.edu.in,1977,CSE|ECE|ME|Civil|AI|DS
Dharwad Medical College 983,Dharwad,Medical,296,4.1,168907,"Medical college in Dharwad, Karnataka",https://dharwadmedicalcollege983.edu.in,,info@dharwadmedicalcollege983.edu.in,1971,MBBS|MD|MS|BDS
Dakshina Kannada PU College 984,Dakshina Kannada,PU,75,4.4,630597,"PU college in Dakshina Kannada, Karnataka",https://dakshinakannadapucollege984.edu.in,,info@dakshinakannadapucollege984.edu.in,1963,PUC Science|Commerce|Arts
Chitradurga Medical College 985,Chitradurga,Medical,4,3.6,999507,"Medical college in Chitradurga, Karnataka",https://chitradurgamedicalcollege985.edu.in,,info@chitradurgamedicalcollege985.edu.in,1976,MBBS|MD|MS|BDS
Belagavi Medical College 986,Belagavi,Medical,422,4.5,1133941,"Medical college in Belagavi, Karnataka",https://belagavimedicalcollege986.edu.in,,info@belagavimedicalcollege986.edu.in,1987,MBBS|MD|MS|BDS
Bengaluru Urban Engineering College 987,Bengaluru Urban,Engineering,331,4.4,1033474,"Engineering college in Bengaluru Urban, Karnataka",https://bengaluruurbanengineeringcollege987.edu.in,,info@bengaluruurbanengineeringcollege987.edu.in,1970,CSE|ECE|ME|Civil|AI|DS
Tumakuru Degree College 988,Tumakuru,Degree,399,4.4,1385028,"Degree college in Tumakuru, Karnataka",https://tumakurudegreecollege988.edu.in,,info@tumakurudegreecollege988.edu.in,2007,BA|BSc|BCom|BBA|BCA
Davangere Engineering College 989,Davangere,Engineering,105,4.7,1151550,"Engineering college in Davangere, Karnataka",https://davangereengineeringcollege989.edu.in,,info@davangereengineeringcollege989.edu.in,1994,CSE|ECE|ME|Civil|AI|DS
Shivamogga PU College 990,Shivamogga,PU,120,3.6,1052180,"PU college in Shivamogga, Karnataka",https://shivamoggapucollege990.edu.in,,info@shivamoggapucollege990.edu.in,1959,PUC Science|Commerce|Arts
Chikkamagaluru PU College 991,Chikkamagaluru,PU,116,3.5,112678,"PU college in Chikkamagaluru, Karnataka",https://chikkamagalurupucollege991.edu.in,,info@chikkamagalurupucollege991.edu.in,1958,PUC Science|Commerce|Arts
Kalaburagi Degree College 992,Kalaburagi,Degree,273,4.7,1145288,"Degree college in Kalaburagi, Karnataka",https://kalaburagidegreecollege992.edu.in,,info@kalaburagidegreecollege992.edu.in,2010,BA|BSc|BCom|BBA|BCA
Koppal Degree College 993,Koppal,Degree,372,4.0,144215,"Degree college in Koppal, Karnataka",https://koppaldegreecollege993.edu.in,,info@koppaldegreecollege993.edu.in,2014,BA|BSc|BCom|BBA|BCA
Belagavi Engineering College 994,Belagavi,Engineering,71,3.5,385546,"Engineering college in Belagavi, Karnataka",https://belagaviengineeringcollege994.edu.in,,info@belagaviengineeringcollege994.edu.in,1962,CSE|ECE|ME|Civil|AI|DS
Bengaluru Urban PU College 995,Bengaluru Urban,PU,24,4.7,1284509,"PU college in Bengaluru Urban, Karnataka",https://bengaluruurbanpucollege995.edu.in,,info@bengaluruurbanpucollege995.edu.in,2009,PUC Science|Commerce|Arts
Hassan Medical College 996,Hassan,Medical,425,4.0,1239477,"Medical college in Hassan, Karnataka",https://hassanmedicalcollege996.edu.in,,info@hassanmedicalcollege996.edu.in,1967,MBBS|MD|MS|BDS
Belagavi Engineering College 997,Belagavi,Engineering,141,4.7,890425,"Engineering college in Belagavi, Karnataka",https://belagaviengineeringcollege997.edu.in,,info@belagaviengineeringcollege997.edu.in,2017,CSE|ECE|ME|Civil|AI|DS
Hassan Degree College 998,Hassan,Degree,264,4.5,1060600,"Degree college in Hassan, Karnataka",https://hassandegreecollege998.edu.in,,info@hassandegreecollege998.edu.in,1976,BA|BSc|BCom|BBA|BCA
Chikkamagaluru Engineering College 999,Chikkamagaluru,Engineering,135,3.9,483004,"Engineering college in Chikkamagaluru, Karnataka",https://chikkamagaluruengineeringcollege999.edu.in,,info@chikkamagaluruengineeringcollege999.edu.in,2021,CSE|ECE|ME|Civil|AI|DS
Chitradurga Medical College 1000,Chitradurga,Medical,420,4.0,980082,"Medical college in Chitradurga, Karnataka",https://chitradurgamedicalcollege1000.edu.in,,info@chitradurgamedicalcollege1000.edu.in,2019,MBBS|MD|MS|BDS
Bengaluru Rural Degree College 1001,Bengaluru Rural,Degree,49,3.9,222480,"Degree college in Bengaluru Rural, Karnataka",https://bengalurururaldegreecollege1001.edu.in,,info@bengalurururaldegreecollege1001.edu.in,2011,BA|BSc|BCom|BBA|BCA
Tumakuru Medical College 1002,Tumakuru,Medical,223,3.5,1261623,"Medical college in Tumakuru, Karnataka",https://tumakurumedicalcollege1002.edu.in,,info@tumakurumedicalcollege1002.edu.in,2010,MBBS|MD|MS|BDS
Shivamogga PU College 1003,Shivamogga,PU,61,4.5,53591,"PU college in Shivamogga, Karnataka",https://shivamoggapucollege1003.edu.in,,info@shivamoggapucollege1003.edu.in,1974,PUC Science|Commerce|Arts
Chikkamagaluru Engineering College 1004,Chikkamagaluru,Engineering,262,4.1,184377,"Engineering college in Chikkamagaluru, Karnataka",https://chikkamagaluruengineeringcollege1004.edu.in,,info@chikkamagaluruengineeringcollege1004.edu.in,1979,CSE|ECE|ME|Civil|AI|DS
Chitradurga Engineering College 1005,Chitradurga,Engineering,4,4.2,601331,"Engineering college in Chitradurga, Karnataka",https://chitradurgaengineeringcollege1005.edu.in,,info@chitradurgaengineeringcollege1005.edu.in,1962,CSE|ECE|ME|Civil|AI|DS
Davangere Engineering College 1006,Davangere,Engineering,115,4.7,493289,"Engineering college in Davangere, Karnataka",https://davangereengineeringcollege1006.edu.in,,info@davangereengineeringcollege1006.edu.in,2012,CSE|ECE|ME|Civil|AI|DS
Kalaburagi Medical College 1007,Kalaburagi,Medical,19,3.6,41153,"Medical college in Kalaburagi, Karnataka",https://kalaburagimedicalcollege1007.edu.in,,info@kalaburagimedicalcollege1007.edu.in,1963,MBBS|MD|MS|BDS
Belagavi PU College 1008,Belagavi,PU,392,4.1,432378,"PU college in Belagavi, Karnataka",https://belagavipucollege1008.edu.in,,info@belagavipucollege1008.edu.in,1992,PUC Science|Commerce|Arts
Mysuru Degree College 1009,Mysuru,Degree,214,4.5,684838,"Degree college in Mysuru, Karnataka",https://mysurudegreecollege1009.edu.in,,info@mysurudegreecollege1009.edu.in,1988,BA|BSc|BCom|BBA|BCA
Chikkamagaluru PU College 1010,Chikkamagaluru,PU,3,3.6,41615,"PU college in Chikkamagaluru, Karnataka",https://chikkamagalurupucollege1010.edu.in,,info@chikkamagalurupucollege1010.edu.in,1990,PUC Science|Commerce|Arts
Udupi PU College 1011,Udupi,PU,249,4.4,54291,"PU college in Udupi, Karnataka",https://udupipucollege1011.edu.in,,info@udupipucollege1011.edu.in,1976,PUC Science|Commerce|Arts
Udupi PU College 1012,Udupi,PU,3,4.1,846116,"PU college in Udupi, Karnataka",https://udupipucollege1012.edu.in,,info@udupipucollege1012.edu.in,2006,PUC Science|Commerce|Arts
Bengaluru Rural Engineering College 1013,Bengaluru Rural,Engineering,451,3.8,188398,"Engineering college in Bengaluru Rural, Karnataka",https://bengalurururalengineeringcollege1013.edu.in,,info@bengalurururalengineeringcollege1013.edu.in,1986,CSE|ECE|ME|Civil|AI|DS
Bengaluru Urban Engineering College 1014,Bengaluru Urban,Engineering,76,4.8,178456,"Engineering college in Bengaluru Urban, Karnataka",https://bengaluruurbanengineeringcollege1014.edu.in,,info@bengaluruurbanengineeringcollege1014.edu.in,1989,CSE|ECE|ME|Civil|AI|DS
Mandya PU College 1015,Mandya,PU,429,3.7,590530,"PU college in Mandya, Karnataka",https://mandyapucollege1015.edu.in,,info@mandyapucollege1015.edu.in,1974,PUC Science|Commerce|Arts
Ballari PU College 1016,Ballari,PU,336,4.8,448319,"PU college in Ballari, Karnataka",https://ballaripucollege1016.edu.in,,info@ballaripucollege1016.edu.in,2003,PUC Science|Commerce|Arts
Hassan Medical College 1017,Hassan,Medical,273,4.8,193747,"Medical college in Hassan, Karnataka",https://hassanmedicalcollege1017.edu.in,,info@hassanmedicalcollege1017.edu.in,1969,MBBS|MD|MS|BDS
Davangere Degree College 1018,Davangere,Degree,192,4.1,1199856,"Degree college in Davangere, Karnataka",https://davangeredegreecollege1018.edu.in,,info@davangeredegreecollege1018.edu.in,2022,BA|BSc|BCom|BBA|BCA
Raichur Medical College 1019,Raichur,Medical,386,3.7,764598,"Medical college in Raichur, Karnataka",https://raichurmedicalcollege1019.edu.in,,info@raichurmedicalcollege1019.edu.in,1973,MBBS|MD|MS|BDS
Udupi Degree College 1020,Udupi,Degree,89,3.8,1371692,"Degree college in Udupi, Karnataka",https://udupidegreecollege1020.edu.in,,info@udupidegreecollege1020.edu.in,2007,BA|BSc|BCom|BBA|BCA
Chikkamagaluru Engineering College 1021,Chikkamagaluru,Engineering,131,4.6,494928,"Engineering college in Chikkamagaluru, Karnataka",https://chikkamagaluruengineeringcollege1021.edu.in,,info@chikkamagaluruengineeringcollege1021.edu.in,1979,CSE|ECE|ME|Civil|AI|DS
Kalaburagi Degree College 1022,Kalaburagi,Degree,440,4.2,182729,"Degree college in Kalaburagi, Karnataka",https://kalaburagidegreecollege1022.edu.in,,info@kalaburagidegreecollege1022.edu.in,2021,BA|BSc|BCom|BBA|BCA
Bengaluru Urban Medical College 1023,Bengaluru Urban,Medical,317,3.7,619843,"Medical college in Bengaluru Urban, Karnataka",https://bengaluruurbanmedicalcollege1023.edu.in,,info@bengaluruurbanmedicalcollege1023.edu.in,2005,MBBS|MD|MS|BDS
Kalaburagi Degree College 1024,Kalaburagi,Degree,319,4.5,485641,"Degree college in Kalaburagi, Karnataka",https://kalaburagidegreecollege1024.edu.in,,info@kalaburagidegreecollege1024.edu.in,1976,BA|BSc|BCom|BBA|BCA
Chikkamagaluru PU College 1025,Chikkamagaluru,PU,62,4.3,1015824,"PU college in Chikkamagaluru, Karnataka",https://chikkamagalurupucollege1025.edu.in,,info@chikkamagalurupucollege1025.edu.in,2013,PUC Science|Commerce|Arts
Belagavi Engineering College 1026,Belagavi,Engineering,341,4.6,613529,"Engineering college in Belagavi, Karnataka",https://belagaviengineeringcollege1026.edu.in,,info@belagaviengineeringcollege1026.edu.in,1987,CSE|ECE|ME|Civil|AI|DS
Chitradurga PU College 1027,Chitradurga,PU,433,3.9,144476,"PU college in Chitradurga, Karnataka",https://chitradurgapucollege1027.edu.in,,info@chitradurgapucollege1027.edu.in,2011,PUC Science|Commerce|Arts
Bengaluru Urban Engineering College 1028,Bengaluru Urban,Engineering,199,3.7,320934,"Engineering college in Bengaluru Urban, Karnataka",https://bengaluruurbanengineeringcollege1028.edu.in,,info@bengaluruurbanengineeringcollege1028.edu.in,1981,CSE|ECE|ME|Civil|AI|DS
Ballari Degree College 1029,Ballari,Degree,419,3.8,473998,"Degree college in Ballari, Karnataka",https://ballaridegreecollege1029.edu.in,,info@ballaridegreecollege1029.edu.in,1955,BA|BSc|BCom|BBA|BCA
Davangere Medical College 1030,Davangere,Medical,127,3.8,957068,"Medical college in Davangere, Karnataka",https://davangeremedicalcollege1030.edu.in,,info@davangeremedicalcollege1030.edu.in,1983,MBBS|MD|MS|BDS
Belagavi PU College 1031,Belagavi,PU,274,4.3,652544,"PU college in Belagavi, Karnataka",https://belagavipucollege1031.edu.in,,info@belagavipucollege1031.edu.in,1962,PUC Science|Commerce|Arts
Udupi PU College 1032,Udupi,PU,239,4.0,1061043,"PU college in Udupi, Karnataka",https://udupipucollege1032.edu.in,,info@udupipucollege1032.edu.in,1973,PUC Science|Commerce|Arts
Mysuru Medical College 1033,Mysuru,Medical,316,3.8,770105,"Medical college in Mysuru, Karnataka",https://mysurumedicalcollege1033.edu.in,,info@mysurumedicalcollege1033.edu.in,2005,MBBS|MD|MS|BDS
Shivamogga Medical College 1034,Shivamogga,Medical,31,4.9,788978,"Medical college in Shivamogga, Karnataka",https://shivamoggamedicalcollege1034.edu.in,,info@shivamoggamedicalcollege1034.edu.in,1999,MBBS|MD|MS|BDS
Dharwad Medical College 1035,Dharwad,Medical,125,4.4,1168064,"Medical college in Dharwad, Karnataka",https://dharwadmedicalcollege1035.edu.in,,info@dharwadmedicalcollege1035.edu.in,1980,MBBS|MD|MS|BDS
Shivamogga Degree College 1036,Shivamogga,Degree,252,4.1,1412339,"Degree college in Shivamogga, Karnataka",https://shivamoggadegreecollege1036.edu.in,,info@shivamoggadegreecollege1036.edu.in,1956,BA|BSc|BCom|BBA|BCA
Shivamogga Degree College 1037,Shivamogga,Degree,159,4.3,78461,"Degree college in Shivamogga, Karnataka",https://shivamoggadegreecollege1037.edu.in,,info@shivamoggadegreecollege1037.edu.in,1962,BA|BSc|BCom|BBA|BCA
Chikkamagaluru Medical College 1038,Chikkamagaluru,Medical,344,4.0,297632,"Medical college in Chikkamagaluru, Karnataka",https://chikkamagalurumedicalcollege1038.edu.in,,info@chikkamagalurumedicalcollege1038.edu.in,1967,MBBS|MD|MS|BDS
Kalaburagi Medical College 1039,Kalaburagi,Medical,328,4.2,1398590,"Medical college in Kalaburagi, Karnataka",https://kalaburagimedicalcollege1039.edu.in,,info@kalaburagimedicalcollege1039.edu.in,1997,MBBS|MD|MS|BDS
Mandya Medical College 1040,Mandya,Medical,121,4.8,950817,"Medical college in Mandya, Karnataka",https://mandyamedicalcollege1040.edu.in,,info@mandyamedicalcollege1040.edu.in,1974,MBBS|MD|MS|BDS
Chikkamagaluru PU College 1041,Chikkamagaluru,PU,326,4.2,465841,"PU college in Chikkamagaluru, Karnataka",https://chikkamagalurupucollege1041.edu.in,,info@chikkamagalurupucollege1041.edu.in,1976,PUC Science|Commerce|Arts
Tumakuru PU College 1042,Tumakuru,PU,177,3.8,435285,"PU college in Tumakuru, Karnataka",https://tumakurupucollege1042.edu.in,,info@tumakurupucollege1042.edu.in,2021,PUC Science|Commerce|Arts
Bidar PU College 1043,Bidar,PU,77,3.7,787555,"PU college in Bidar, Karnataka",https://bidarpucollege1043.edu.in,,info@bidarpucollege1043.edu.in,1964,PUC Science|Commerce|Arts
Tumakuru Engineering College 1044,Tumakuru,Engineering,119,4.9,331828,"Engineering college in Tumakuru, Karnataka",https://tumakuruengineeringcollege1044.edu.in,,info@tumakuruengineeringcollege1044.edu.in,1985,CSE|ECE|ME|Civil|AI|DS
Koppal Medical College 1045,Koppal,Medical,453,4.3,919158,"Medical college in Koppal, Karnataka",https://koppalmedicalcollege1045.edu.in,,info@koppalmedicalcollege1045.edu.in,1993,MBBS|MD|MS|BDS
Bengaluru Urban PU College 1046,Bengaluru Urban,PU,280,3.9,341156,"PU college in Bengaluru Urban, Karnataka",https://bengaluruurbanpucollege1046.edu.in,,info@bengaluruurbanpucollege1046.edu.in,1972,PUC Science|Commerce|Arts
Udupi Medical College 1047,Udupi,Medical,269,4.7,299024,"Medical college in Udupi, Karnataka",https://udupimedicalcollege1047.edu.in,,info@udupimedicalcollege1047.edu.in,1952,MBBS|MD|MS|BDS
Davangere PU College 1048,Davangere,PU,457,4.4,1110690,"PU college in Davangere, Karnataka",https://davangerepucollege1048.edu.in,,info@davangerepucollege1048.edu.in,1979,PUC Science|Commerce|Arts
Mysuru Engineering College 1049,Mysuru,Engineering,197,4.0,134516,"Engineering college in Mysuru, Karnataka",https://mysuruengineeringcollege1049.edu.in,,info@mysuruengineeringcollege1049.edu.in,2019,CSE|ECE|ME|Civil|AI|DS
Tumakuru Engineering College 1050,Tumakuru,Engineering,494,4.1,595517,"Engineering college in Tumakuru, Karnataka",https://tumakuruengineeringcollege1050.edu.in,,info@tumakuruengineeringcollege1050.edu.in,1952,CSE|ECE|ME|Civil|AI|DS
Dakshina Kannada Degree College 1051,Dakshina Kannada,Degree,274,3.7,72123,"Degree college in Dakshina Kannada, Karnataka",https://dakshinakannadadegreecollege1051.edu.in,,info@dakshinakannadadegreecollege1051.edu.in,2015,BA|BSc|BCom|BBA|BCA
Bidar Engineering College 1052,Bidar,Engineering,166,3.7,1297403,"Engineering college in Bidar, Karnataka",https://bidarengineeringcollege1052.edu.in,,info@bidarengineeringcollege1052.edu.in,1981,CSE|ECE|ME|Civil|AI|DS
Davangere Engineering College 1053,Davangere,Engineering,146,4.0,476783,"Engineering college in Davangere, Karnataka",https://davangereengineeringcollege1053.edu.in,,info@davangereengineeringcollege1053.edu.in,1999,CSE|ECE|ME|Civil|AI|DS
Dharwad PU College 1054,Dharwad,PU,332,3.7,1279050,"PU college in Dharwad, Karnataka",https://dharwadpucollege1054.edu.in,,info@dharwadpucollege1054.edu.in,2018,PUC Science|Commerce|Arts
Shivamogga Engineering College 1055,Shivamogga,Engineering,452,3.9,172168,"Engineering college in Shivamogga, Karnataka",https://shivamoggaengineeringcollege1055.edu.in,,info@shivamoggaengineeringcollege1055.edu.in,2012,CSE|ECE|ME|Civil|AI|DS
Bidar Medical College 1056,Bidar,Medical,111,3.8,157682,"Medical college in Bidar, Karnataka",https://bidarmedicalcollege1056.edu.in,,info@bidarmedicalcollege1056.edu.in,1962,MBBS|MD|MS|BDS
Dakshina Kannada Engineering College 1057,Dakshina Kannada,Engineering,24,3.7,1389452,"Engineering college in Dakshina Kannada, Karnataka",https://dakshinakannadaengineeringcollege1057.edu.in,,info@dakshinakannadaengineeringcollege1057.edu.in,1967,CSE|ECE|ME|Civil|AI|DS
Davangere Degree College 1058,Davangere,Degree,206,4.1,74030,"Degree college in Davangere, Karnataka",https://davangeredegreecollege1058.edu.in,,info@davangeredegreecollege1058.edu.in,1964,BA|BSc|BCom|BBA|BCA
Raichur Engineering College 1059,Raichur,Engineering,370,4.1,611036,"Engineering college in Raichur, Karnataka",https://raichurengineeringcollege1059.edu.in,,info@raichurengineeringcollege1059.edu.in,1963,CSE|ECE|ME|Civil|AI|DS
Bidar PU College 1060,Bidar,PU,46,4.6,653269,"PU college in Bidar, Karnataka",https://bidarpucollege1060.edu.in,,info@bidarpucollege1060.edu.in,2007,PUC Science|Commerce|Arts
Belagavi Degree College 1061,Belagavi,Degree,410,4.5,1003713,"Degree college in Belagavi, Karnataka",https://belagavidegreecollege1061.edu.in,,info@belagavidegreecollege1061.edu.in,1968,BA|BSc|BCom|BBA|BCA
Chikkamagaluru PU College 1062,Chikkamagaluru,PU,66,4.9,1459634,"PU college in Chikkamagaluru, Karnataka",https://chikkamagalurupucollege1062.edu.in,,info@chikkamagalurupucollege1062.edu.in,2002,PUC Science|Commerce|Arts
Mysuru PU College 1063,Mysuru,PU,34,4.7,597586,"PU college in Mysuru, Karnataka",https://mysurupucollege1063.edu.in,,info@mysurupucollege1063.edu.in,2007,PUC Science|Commerce|Arts
Tumakuru Engineering College 1064,Tumakuru,Engineering,471,3.7,111087,"Engineering college in Tumakuru, Karnataka",https://tumakuruengineeringcollege1064.edu.in,,info@tumakuruengineeringcollege1064.edu.in,1997,CSE|ECE|ME|Civil|AI|DS
Dakshina Kannada Medical College 1065,Dakshina Kannada,Medical,180,4.6,963510,"Medical college in Dakshina Kannada, Karnataka",https://dakshinakannadamedicalcollege1065.edu.in,,info@dakshinakannadamedicalcollege1065.edu.in,1983,MBBS|MD|MS|BDS
Hassan Engineering College 1066,Hassan,Engineering,145,3.7,716552,"Engineering college in Hassan, Karnataka",https://hassanengineeringcollege1066.edu.in,,info@hassanengineeringcollege1066.edu.in,1981,CSE|ECE|ME|Civil|AI|DS
Raichur PU College 1067,Raichur,PU,339,4.5,1371127,"PU college in Raichur, Karnataka",https://raichurpucollege1067.edu.in,,info@raichurpucollege1067.edu.in,2002,PUC Science|Commerce|Arts
Chitradurga Medical College 1068,Chitradurga,Medical,214,4.4,650524,"Medical college in Chitradurga, Karnataka",https://chitradurgamedicalcollege1068.edu.in,,info@chitradurgamedicalcollege1068.edu.in,1999,MBBS|MD|MS|BDS
Belagavi Degree College 1069,Belagavi,Degree,231,3.9,372231,"Degree college in Belagavi, Karnataka",https://belagavidegreecollege1069.edu.in,,info@belagavidegreecollege1069.edu.in,1975,BA|BSc|BCom|BBA|BCA
Mandya Degree College 1070,Mandya,Degree,180,3.8,51667,"Degree college in Mandya, Karnataka",https://mandyadegreecollege1070.edu.in,,info@mandyadegreecollege1070.edu.in,1950,BA|BSc|BCom|BBA|BCA
Hassan Degree College 1071,Hassan,Degree,271,4.8,1262194,"Degree college in Hassan, Karnataka",https://hassandegreecollege1071.edu.in,,info@hassandegreecollege1071.edu.in,1973,BA|BSc|BCom|BBA|BCA
Chikkamagaluru Medical College 1072,Chikkamagaluru,Medical,323,4.2,1155783,"Medical college in Chikkamagaluru, Karnataka",https://chikkamagalurumedicalcollege1072.edu.in,,info@chikkamagalurumedicalcollege1072.edu.in,1966,MBBS|MD|MS|BDS
Bengaluru Rural PU College 1073,Bengaluru Rural,PU,217,4.3,684770,"PU college in Bengaluru Rural, Karnataka",https://bengalurururalpucollege1073.edu.in,,info@bengalurururalpucollege1073.edu.in,1953,PUC Science|Commerce|Arts
Udupi PU College 1074,Udupi,PU,407,4.2,252384,"PU college in Udupi, Karnataka",https://udupipucollege1074.edu.in,,info@udupipucollege1074.edu.in,1973,PUC Science|Commerce|Arts
Bengaluru Urban Degree College 1075,Bengaluru Urban,Degree,270,3.8,1177043,"Degree college in Bengaluru Urban, Karnataka",https://bengaluruurbandegreecollege1075.edu.in,,info@bengaluruurbandegreecollege1075.edu.in,1981,BA|BSc|BCom|BBA|BCA
Mysuru Medical College 1076,Mysuru,Medical,472,4.4,161989,"Medical college in Mysuru, Karnataka",https://mysurumedicalcollege1076.edu.in,,info@mysurumedicalcollege1076.edu.in,1960,MBBS|MD|MS|BDS
Ballari Engineering College 1077,Ballari,Engineering,13,4.5,112308,"Engineering college in Ballari, Karnataka",https://ballariengineeringcollege1077.edu.in,,info@ballariengineeringcollege1077.edu.in,1999,CSE|ECE|ME|Civil|AI|DS
Mysuru PU College 1078,Mysuru,PU,250,4.3,353489,"PU college in Mysuru, Karnataka",https://mysurupucollege1078.edu.in,,info@mysurupucollege1078.edu.in,1998,PUC Science|Commerce|Arts
Bidar PU College 1079,Bidar,PU,174,4.8,1248749,"PU college in Bidar, Karnataka",https://bidarpucollege1079.edu.in,,info@bidarpucollege1079.edu.in,2020,PUC Science|Commerce|Arts
Bidar Degree College 1080,Bidar,Degree,485,4.5,1075587,"Degree college in Bidar, Karnataka",https://bidardegreecollege1080.edu.in,,info@bidardegreecollege1080.edu.in,2013,BA|BSc|BCom|BBA|BCA
Belagavi PU College 1081,Belagavi,PU,150,3.8,1285999,"PU college in Belagavi, Karnataka",https://belagavipucollege1081.edu.in,,info@belagavipucollege1081.edu.in,1977,PUC Science|Commerce|Arts
Belagavi Degree College 1082,Belagavi,Degree,102,4.0,816204,"Degree college in Belagavi, Karnataka",https://belagavidegreecollege1082.edu.in,,info@belagavidegreecollege1082.edu.in,1958,BA|BSc|BCom|BBA|BCA
Bengaluru Rural Medical College 1083,Bengaluru Rural,Medical,369,4.8,1326515,"Medical college in Bengaluru Rural, Karnataka",https://bengalurururalmedicalcollege1083.edu.in,,info@bengalurururalmedicalcollege1083.edu.in,1978,MBBS|MD|MS|BDS
Raichur Medical College 1084,Raichur,Medical,305,3.8,1356329,"Medical college in Raichur, Karnataka",https://raichurmedicalcollege1084.edu.in,,info@raichurmedicalcollege1084.edu.in,1993,MBBS|MD|MS|BDS
Udupi PU College 1085,Udupi,PU,389,3.6,493236,"PU college in Udupi, Karnataka",https://udupipucollege1085.edu.in,,info@udupipucollege1085.edu.in,1957,PUC Science|Commerce|Arts
Belagavi Degree College 1086,Belagavi,Degree,161,4.3,601656,"Degree college in Belagavi, Karnataka",https://belagavidegreecollege1086.edu.in,,info@belagavidegreecollege1086.edu.in,2016,BA|BSc|BCom|BBA|BCA
Chikkamagaluru Degree College 1087,Chikkamagaluru,Degree,246,4.3,55234,"Degree college in Chikkamagaluru, Karnataka",https://chikkamagalurudegreecollege1087.edu.in,,info@chikkamagalurudegreecollege1087.edu.in,1986,BA|BSc|BCom|BBA|BCA
