code,name,location,type,rank,rating,feesPerYear,description,courses
E188,Vijaya Vittala Institute of Technology,BANGALORE,Engineering,149,4.2,150000,Vijaya Vittala Institute of Technology is listed in the official KEA UGCET 2025 engineering seat matrix.,Artificial Intelligence And Machine Learning|Civil Engineering|Computer Science And Engg(artifi Cial Intelligence And Machine Learning)|Computer Science And Engineering|Computer Science And Engineerin G(data Science)|Electronics And Communica Tion Engg|Mechanical Engineering
E189,NAVKIS COLLEGE OF ENGINEERING,HASSAN,Engineering,150,4.2,150000,NAVKIS COLLEGE OF ENGINEERING is listed in the official KEA UGCET 2025 engineering seat matrix.,Artificial Intelligence And Data Science|Artificial Intelligence And Machine Learning|Civil Engineering|Computer Science And Engg(artifi Cial Intelligence And Machine Learning)|Computer Science And Engineering|Computer Science And Engineering (cyber Security)|Electronics And Communica Tion Engg
E191,Akshaya Institute of Technology,Tumkur Dist. LINGAPURA,Engineering,151,4.2,150000,Akshaya Institute of Technology is listed in the official KEA UGCET 2025 engineering seat matrix.,Agriculture Engineering|Artificial Intelligence And Data Science|Computer Science And Engineering|Electronics And Communica Tion Engg|Information Science And Engineering|Mechanical Engineering
E193,Srinivas University SRINIVAS,Srinivas University SRINIVAS CAMPUS MUKKA MANGALURU,Engineering,152,4.2,150000,Srinivas University SRINIVAS is listed in the official KEA UGCET 2025 engineering seat matrix.,B Tech In Artificial Intelligence And Machine Learning|B Tech In Civil Engineering|B Tech In Computer Science And Engineering|B Tech In Electronics & Communica Tion Engineering|B Tech In Mechanical Engineering|Computer Science And Engineering (cyber Security)
E194,Government Engineering College,PIN,Engineering,153,4.2,150000,Government Engineering College is listed in the official KEA UGCET 2025 engineering seat matrix.,Civil Engineering|Computer Science And Engineering|Electronics And Communica Tion Engg|Mechanical Engineering
E196,Jain College of Engineering,BELGAUM,Engineering,154,4.2,150000,Jain College of Engineering is listed in the official KEA UGCET 2025 engineering seat matrix.,Civil Engineering|Computer Science And Engg(artifi Cial Intelligence And Machine Learning)|Computer Science And Engineering|Electrical & Electronics Engineering|Electronics And Communica Tion Engg|Mechanical Engineering
E197,Veerappa Nisty Engineering College,DIST: YADGIR,Engineering,155,4.2,150000,Veerappa Nisty Engineering College is listed in the official KEA UGCET 2025 engineering seat matrix.,Civil Engineering|Computer Science And Engineering|Electrical & Electronics Engineering|Electronics And Communica Tion Engg|Mechanical Engineering
E198,Sharanbasava University (Exclusively for Women) (Formerly Goduati Engineering College For Women) SHARNBASVESHWARA INSTITUTIONS,KALABURAGI ( GULBARGA),Engineering,156,4.2,150000,Sharanbasava University (Exclusively for Women) (Formerly Goduati Engineering College For Women) SHARNBASVESHWARA INSTITUTIONS is listed in the official KEA UGCET 2025 engineering seat matrix.,B Tech In Artificial Intelligence And Machine Learning|B Tech In Civil Engineering|B Tech In Computer Science And Engineering|B Tech In Electrical & Electronics Engineering|B Tech In Electronics & Communica Tion Engineering
E199,AGM Rural Engineering College,DHARWAD,Engineering,157,4.2,150000,AGM Rural Engineering College is listed in the official KEA UGCET 2025 engineering seat matrix.,Civil Engineering|Computer Science And Design|Computer Science And Engg(artifi Cial Intelligence And Machine Learning)|Computer Science And Engineering|Electrical & Electronics Engineering|Electronics And Communica Tion Engg|Mechanical Engineering
E201,Gopalan College of Engineering & Management,BANGALORE,Engineering,158,4.2,150000,Gopalan College of Engineering & Management is listed in the official KEA UGCET 2025 engineering seat matrix.,Aeronautic Al Engineering|Computer Science And Engg(artifi Cial Intelligence And Machine Learning)|Computer Science And Engineering|Computer Science And Engineerin G(data Science)|Electronics And Communica Tion Engg|Information Science And Engineering
E202,Sampoorna Group of Institutions,DISTRICT,Engineering,159,4.2,150000,Sampoorna Group of Institutions is listed in the official KEA UGCET 2025 engineering seat matrix.,Artificial Intelligence And Data Science|Civil Engineering|Computer Science And Engg(artifi Cial Intelligence And Machine Learning)|Computer Science And Engineering|Electrical & Electronics Engineering|Electronics And Communica Tion Engg|Mechanical Engineering
E203,K S School of Engineering & Management,BANGALORE,Engineering,160,4.2,150000,K S School of Engineering & Management is listed in the official KEA UGCET 2025 engineering seat matrix.,Artificial Intelligence And Data Science|Civil Engineering|Computer Science And Business Systems|Computer Science And Engineering|Electronics And Communica Tion Engg|Mechanical Engineering
E204,Bangalore Technological Institute,BANGALORE EAST TQ BANGALORE URBAN,Engineering,161,4.2,150000,Bangalore Technological Institute is listed in the official KEA UGCET 2025 engineering seat matrix.,Artificial Intelligence And Machine Learning|Civil Engineering|Computer Engineering|Computer Science And Engineering|Computer Science And Engineerin G(data Science)|Electronics And Communica Tion Engg|Information Science And Engineering|Mechanical Engineering|Robotics And Artificial Intelligence
E205,ATME College of Engineering,MYSORE,Engineering,162,4.2,150000,ATME College of Engineering is listed in the official KEA UGCET 2025 engineering seat matrix.,Civil Engineering|Computer Science And Design|Computer Science And Engg(artifi Cial Intelligence And Machine Learning)|Computer Science And Engineering|Computer Science And Engineering (cyber Security)|Computer Science And Engineerin G(data Science)|Electrical & Electronics Engineering|Electronics And Communica Tion Engg|Mechanical Engineering
E206,Shri Madhwa Vadiraja Institute of Technology and Management,Udupi VISHWOTHAMA NAGAR,Engineering,163,4.2,150000,Shri Madhwa Vadiraja Institute of Technology and Management is listed in the official KEA UGCET 2025 engineering seat matrix.,Artificial Intelligence And Data Science|Artificial Intelligence And Machine Learning|Computer Science And Engineering|Electronics And Communica Tion Engg|Mechanical Engineering
E207,V S M`s Somashekhar R Kothiwale Institute of Technology,BELGAUM,Engineering,164,4.2,150000,V S M`s Somashekhar R Kothiwale Institute of Technology is listed in the official KEA UGCET 2025 engineering seat matrix.,Civil Engineering|Computer Science And Engg(artifi Cial Intelligence And Machine Learning)|Computer Science And Engineering|Electronics And Communica Tion Engg|Mechanical Engineering
E209,Jyothi Institute of Technology,BANGALORE,Engineering,165,4.2,150000,Jyothi Institute of Technology is listed in the official KEA UGCET 2025 engineering seat matrix.,Artificial Intelligence And Machine Learning|Civil Engineering|Computer Science And Engineering|Electronics And Communica Tion Engg|Information Science And Engineering|Mechanical Engineering
E210,G Madegowda Institute of Technology,MANDYA,Engineering,166,4.2,150000,G Madegowda Institute of Technology is listed in the official KEA UGCET 2025 engineering seat matrix.,Artificial Intelligence And Machine Learning|Civil Engineering|Computer Science And Design|Computer Science And Engineering|Electrical & Electronics Engineering|Electronics And Communica Tion Engg|Mechanical Engineering
E211,Jain Institute of Technology,BADA CROSS NEAR BLIND SCHOOL AVARAGERE DAVANGERE,Engineering,167,4.2,150000,Jain Institute of Technology is listed in the official KEA UGCET 2025 engineering seat matrix.,Artificial Intelligence And Machine Learning|Civil Engineering|Computer Science And Engineering|Electrical & Electronics Engineering|Electronics And Communica Tion Engg|Information Science And Engineering|Mechanical Engineering
E212,Dayananda Sagar Academy of Technology & Management Technical,BANGALORE URBAN,Engineering,168,4.2,150000,Dayananda Sagar Academy of Technology & Management Technical is listed in the official KEA UGCET 2025 engineering seat matrix.,Computer Science And Engg(artifi Cial Intelligence And Machine Learning)|Computer Science And Engg(inter Net Of Things & Cyber Security Including Block Chain Tech)|Computer Science And Engineering|Computer Science And Engineering (cyber Security)|Computer Science And Engineerin G(data Science)|Electronics And Communica Tion Engg|Information Science And Engineering|Mechanical Engineering
E213,Lingarajappa Engineering College,BIDAR,Engineering,169,4.2,150000,Lingarajappa Engineering College is listed in the official KEA UGCET 2025 engineering seat matrix.,Artificial Intelligence And Machine Learning|Civil Engineering|Computer Science And Engineering|Electrical & Electronics Engineering|Electronics And Communica Tion Engg|Mechanical Engineering
E216,Shetty Institute of Technology,Gulbarga 5TH KM RAJAPUR SHAHABAD ROAD GULBARGA,Engineering,170,4.2,150000,Shetty Institute of Technology is listed in the official KEA UGCET 2025 engineering seat matrix.,Artificial Intelligence And Machine Learning|Civil Engineering|Computer Science And Engineering|Electrical & Electronics Engineering|Electronics And Communica Tion Engg
E220,ALLIANCE University Central,Bengaluru,Engineering,171,4.2,150000,ALLIANCE University Central is listed in the official KEA UGCET 2025 engineering seat matrix.,B Tech In Aero Space Engineering|B Tech In Artificial Intelligence And Machine Learning|B Tech In Bio- Technology|B Tech In Civil Engineering|B Tech In Computer Science & Engg (artificial Intelligence And Future Technolog Ies)|B Tech In Computer Science And Engineering|B Tech In Computer Science And Engineerin G(cyber Security)|B Tech In Computer Science And Engineerin G(iot)|B Tech In Electrical & Electronics Engineering|B Tech In Electronics & Communica Tion Engineering|B Tech In Information Technology|B Tech In Mechanical Engineering|B.tech In Computer Engineerin G(software Product Developme Nt)|Btech In Information Technology Augmented Reality And Virutal Reality(ar/ Vr)|Btech In Information Technology Data Analytics|Production Engineering
E221,Biluru Gurubasava Mahaswamiji Institute of Technology,BAGALKOTE,Engineering,172,4.2,150000,Biluru Gurubasava Mahaswamiji Institute of Technology is listed in the official KEA UGCET 2025 engineering seat matrix.,Artificial Intelligence And Machine Learning|Civil Engineering|Computer Science And Engineering|Electronics And Communica Tion Engg|Mechanical Engineering
E222,Cambridge Institute Of Technology,DEVANAHALLI TALUK,Engineering,173,4.2,150000,Cambridge Institute Of Technology is listed in the official KEA UGCET 2025 engineering seat matrix.,Computer Science And Engg(artifi Cial Intelligence And Machine Learning)|Computer Science And Engineering|Computer Science And Engineering (cyber Security)|Computer Science And Engineerin G(data Science)|Electronics And Communica Tion Engg|Mechanical Engineering
E225,SJB School of Achitecture & Planning,Bangalore,Engineering,174,4.2,150000,SJB School of Achitecture & Planning is listed in the official KEA UGCET 2025 engineering seat matrix.,Engineering
E227,Cauvery institute of Technology,MANDYA,Engineering,175,4.2,150000,Cauvery institute of Technology is listed in the official KEA UGCET 2025 engineering seat matrix.,Civil Engineering|Computer Science And Engineering|Electronics And Communica Tion Engg|Information Science And Engineering|Mechanical Engineering
E232,REVA University RUKMINI KNOWLEDGE PARK,BANGALORE,Engineering,176,4.2,150000,REVA University RUKMINI KNOWLEDGE PARK is listed in the official KEA UGCET 2025 engineering seat matrix.,B Tech In Computer Science And Information Technology|B Tech In Aero Space Engineering|B Tech In Agricultur Al Engineering|B Tech In Artificial Intelligence And Data Science|B Tech In Civil Engineering|B Tech In Computer Science & Engineering (artifical Intelligence & Machine Learning)|B Tech In Computer Science And Engineering|B Tech In Computer Science And Engineerin G(iot Including Block Chain)|B Tech In Electrical & Electronics Engineering|B Tech In Electronics & Communica Tion Engineering|B Tech In Electronics & Computer Engineering|B Tech In Information Science Engineering|B Tech In Mechanical Engineering|B Tech In Mechatron Ics Engineering|Robotics And Artificial Intelligence
E235,M . S . Ramaiah University of Applied Sciences UNIVERSITY HOUSE,BANGALORE,Engineering,177,4.2,150000,M . S . Ramaiah University of Applied Sciences UNIVERSITY HOUSE is listed in the official KEA UGCET 2025 engineering seat matrix.,Automotive Engineering|B Tech In Aero Space Engineering|B Tech In Artificial Intelligence And Machine Learning|B Tech In Civil Engineering|B Tech In Computer Science And Engineering|B Tech In Electrical & Electronics Engineering|B Tech In Electronics & Communica Tion Engineering|B Tech In Information Science Engineering|B Tech In Mathamati Cs And Computing|B Tech In Mechanical Engineering|B Tech In Robotics Engineering
E237,PRESIDENCY University ITGALPURA,BENGALURU - 560 064,Engineering,178,4.2,150000,PRESIDENCY University ITGALPURA is listed in the official KEA UGCET 2025 engineering seat matrix.,B Tech In Artificial Intelligence And Data Science|B Tech In Civil Engineering|B Tech In Computer Science & Engineering (artifical Intelligence & Machine Learning)|B Tech In Computer Science And Engineering|B Tech In Computer Science And Engineerin G(block Chain)|B Tech In Computer Science And Engineerin G(cyber Security)|B Tech In Computer Science And Engineerin G(data Science)|B Tech In Computer Science And Engineerin G(iot)|B Tech In Computer Science And Technolog Y(big Data)|B Tech In Computer Science And Technolog Y(dev Ops)|B Tech In Electrical & Electronics Engineering|B Tech In Electronics & Communica Tion Engineering|B Tech In Information Science & Technology|B Tech In Information Science Engineering|B Tech In Mechanical Engineering|B Tech In Petroleum Engineering|Robotics And Artificial Intelligence|Vlsi
E238,Mysuru Royal Institute Of Technology,MANDYA,Engineering,179,4.2,150000,Mysuru Royal Institute Of Technology is listed in the official KEA UGCET 2025 engineering seat matrix.,Artificial Intelligence And Machine Learning|Civil Engineering|Computer Science And Engineering|Electronics And Communica Tion Engg|Information Science And Engineering|Mechanical Engineering
E239,East West College Of Engineering,BANGALORE,Engineering,180,4.2,150000,East West College Of Engineering is listed in the official KEA UGCET 2025 engineering seat matrix.,Aeronautic Al Engineering|Agriculture Engineering|Computer Science And Engineering|Electronics And Communica Tion Engg|Mechanical Engineering
E240,Dayananda Sagar University DEVARAKAGGALAHALLI VILLAGE,RAMANAGAR DIST,Engineering,181,4.2,150000,Dayananda Sagar University DEVARAKAGGALAHALLI VILLAGE is listed in the official KEA UGCET 2025 engineering seat matrix.,B Tech In Aero Space Engineering|B Tech In Computer Science & Engineering (artifical Intelligence & Machine Learning)|B Tech In Computer Science And Engineering|B Tech In Computer Science And Engineerin G(artificial Intelligence And Data Science)|B Tech In Computer Science And Engineerin G(cyber Security)|B Tech In Computer Science And Engineerin G(data Science)|B Tech In Computer Science And Technology|B Tech In Electronics & Communica Tion Engineering|B Tech In Mechanical Engineering|Robotics And Artificial Intelligence
E241,KLE Technological University(Formerly (BVBCET) BVBHOOMARADDI COLLEGE,HUBBALLI,Engineering,182,4.2,150000,KLE Technological University(Formerly (BVBCET) BVBHOOMARADDI COLLEGE is listed in the official KEA UGCET 2025 engineering seat matrix.,Automation And Robotics|Bio- Technology|Civil Engineering|Computer Science And Engg (artificial Intelligenc E)|Computer Science And Engineering|Electrical & Electronics Engineering|Electronics Engineerin G(vlsi Design & Technolog Y)|Electronics And Communica Tion Engg|Mechanical Engineering
E252,Mysore College Of Engineering and Management,MYSORE,Engineering,183,4.2,150000,Mysore College Of Engineering and Management is listed in the official KEA UGCET 2025 engineering seat matrix.,Civil Engineering|Computer Science And Engg(artifi Cial Intelligence And Machine Learning)|Computer Science And Engineering|Computer Science And Engineerin G(data Science)|Electronics And Communica Tion Engg|Information Science And Engineering|Mechanical Engineering
E254,A J Institute Of Engineering And Technology.Kottar chowki Boloor Village Mangalore KOTTARA CHOWKI BOLOOR VILLAGE,DAKSHINA KANNADA,Engineering,184,4.2,150000,A J Institute Of Engineering And Technology.Kottar chowki Boloor Village Mangalore KOTTARA CHOWKI BOLOOR VILLAGE is listed in the official KEA UGCET 2025 engineering seat matrix.,Artificial Intelligence And Data Science|Civil Engineering|Computer Science And Engg(artifi Cial Intelligence And Machine Learning)|Computer Science And Engg(inter Net Of Things & Cyber Security Including Block Chain Tech)|Computer Science And Engineering|Electronics Engineerin G(vlsi Design & Technolog Y)|Electronics And Communica Tion Engg|Information Science And Engineering|Mechanical Engineering
E255,GANDHI INSTITUTE OF TECHNOLOGY AND MANAGEMENT GITAM OFF,Nagadenehalli Doddaballapur taluk. Bengaluru,Engineering,185,4.2,150000,GANDHI INSTITUTE OF TECHNOLOGY AND MANAGEMENT GITAM OFF is listed in the official KEA UGCET 2025 engineering seat matrix.,Civil Engineering With Computer Application|Computer Science And Engg(artifi Cial Intelligence And Machine Learning)|Computer Science And Engineering|Computer Science And Engineering (cyber Security)|Computer Science And Engineerin G(data Science)|Electrical & Computer Engineering|Electronics Engineerin G(vlsi Design & Technolog Y)|Electronics And Communica Tion Engg|Mechanical Engineering|Robotics And Artificial Intelligence
E256,RAI TECHNOLOGICAL UNIVERSITY,BENGALURU,Engineering,186,4.2,150000,RAI TECHNOLOGICAL UNIVERSITY is listed in the official KEA UGCET 2025 engineering seat matrix.,B Tech In Computer Science And Engineering|B Tech In Information Technology
E257,CMR University Main Campus,Bangalore,Engineering,187,4.2,150000,CMR University Main Campus is listed in the official KEA UGCET 2025 engineering seat matrix.,B Tech In Computer Engineering|B Tech In Computer Science & Engineering (artifical Intelligence & Machine Learning)|B Tech In Computer Science And Engineering|B Tech In Computer Science And Engineerin G(data Science)|B Tech In Computer Science And Technology|B Tech In Electronics & Communica Tion Engineering|B Tech In Information Technology
E258,Maharaja Institute of Technology,MYSORE DISTRICT,Engineering,188,4.2,150000,Maharaja Institute of Technology is listed in the official KEA UGCET 2025 engineering seat matrix.,Artificial Intelligence And Data Science|Civil Engineering|Computer Science And Engg(artifi Cial Intelligence And Machine Learning)|Computer Science And Engineering|Electronics And Communica Tion Engg|Mechanical Engineering
E259,Sir M V School of Architecture,BANGALORE - 562 157,Engineering,189,4.2,150000,Sir M V School of Architecture is listed in the official KEA UGCET 2025 engineering seat matrix.,Engineering
E263,School of Planning and Architchure,Mysore,Engineering,190,4.2,150000,School of Planning and Architchure is listed in the official KEA UGCET 2025 engineering seat matrix.,Engineering
E264,BASAV ENGINEERING SCHOOL OF TECHNOLOGY,VIJAYAPURA,Engineering,191,4.2,150000,BASAV ENGINEERING SCHOOL OF TECHNOLOGY is listed in the official KEA UGCET 2025 engineering seat matrix.,Civil Engineering|Computer Science And Engineering|Mechanical Engineering
E265,Jain College of Engineering and Technology,HUBLI,Engineering,192,4.2,150000,Jain College of Engineering and Technology is listed in the official KEA UGCET 2025 engineering seat matrix.,Artificial Intelligence And Machine Learning|Civil Engineering|Computer Science And Engineering|Electronics And Communica Tion Engg|Mechanical Engineering
E269,Jain College Of Engineering and Research,Belgaum SHREYAS CTS 1598 ADAJCENT TO TO FOUNDRY CLUSTER NEAR DUTCH INDUSTRIAL ESTATE CHANNAMMA NAGAR ANAGOL BELGAVI,Engineering,193,4.2,150000,Jain College Of Engineering and Research is listed in the official KEA UGCET 2025 engineering seat matrix.,Civil Engineering|Computer Science And Engg(artifi Cial Intelligence And Machine Learning)|Computer Science And Engineering|Electronics And Communica Tion Engg|Mechanical Engineering
E272,Government Engineering College,PIN,Engineering,194,4.2,150000,Government Engineering College is listed in the official KEA UGCET 2025 engineering seat matrix.,Civil Engineering|Computer Science And Engineering|Electrical & Electronics Engineering|Electronics And Communica Tion Engg|Mechanical Engineering
E273,Government Engineering College,KOPPAL,Engineering,195,4.2,150000,Government Engineering College is listed in the official KEA UGCET 2025 engineering seat matrix.,Civil Engineering|Computer Science And Engineering|Electrical & Electronics Engineering|Electronics And Communica Tion Engg|Mechanical Engineering
E274,Government Engineering College,HASSAN,Engineering,196,4.2,150000,Government Engineering College is listed in the official KEA UGCET 2025 engineering seat matrix.,Civil Engineering|Computer Science And Engineering|Electrical & Electronics Engineering|Electronics And Communica Tion Engg|Mechanical Engineering
E275,R V Institute Of Technology and Management,BENGALURU-560 078,Engineering,197,4.2,150000,R V Institute Of Technology and Management is listed in the official KEA UGCET 2025 engineering seat matrix.,Computer Science And Engg(artifi Cial Intelligence And Machine Learning)|Computer Science And Engineering|Electronics And Communica Tion Engg
E278,VISVESVARAYA TECHNOLOGICAL UNIVERSITY,Chickkaballapur,Engineering,198,4.2,150000,VISVESVARAYA TECHNOLOGICAL UNIVERSITY is listed in the official KEA UGCET 2025 engineering seat matrix.,B Tech In Aeronautic Al Engineering|B Tech In Computer Science And Engineering|B Tech In Computer Science And Engineerin G(data Science)|B Tech In Electronics & Communica Tion Engineering|B Tech In Electronics & Computer Engineering|Robotics And Artificial Intelligence|Btech In Mechanical And Smart Manufactu Ring
E279,VISVESVARAYA TECHNOLOGICAL UNIVERSITY,BELAGAVI,Engineering,199,4.2,150000,VISVESVARAYA TECHNOLOGICAL UNIVERSITY is listed in the official KEA UGCET 2025 engineering seat matrix.,B Tech In Computer Science And Engineering|B Tech In Computer Science And Engineerin G(artificial Intelligence And Data Science)|B Tech In Electronics & Computer Engineering|B Tech In Robotics And Automation|Btech In Computer Science And Business Systems|Btech In Electronics Engineerin G(vlsi Design & Technolog Y)
E281,Government Engineering College,CHITRADURGA,Engineering,200,4.2,150000,Government Engineering College is listed in the official KEA UGCET 2025 engineering seat matrix.,Artificial Intelligence And Machine Learning|Automobile Engineering|Computer Science And Engineering
E283,University of Mysuru B.N.BAHADUR INSTITUTE OF MANAGEMENT SCIENCES,MYSORE,Engineering,201,4.2,150000,University of Mysuru B.N.BAHADUR INSTITUTE OF MANAGEMENT SCIENCES is listed in the official KEA UGCET 2025 engineering seat matrix.,Artificial Intelligence And Data Science|Artificial Intelligence And Machine Learning|Biomedical And Robotic Engineering|Civil Environme Ntal Engineering|Computer Science And Design|Computer Science And Engineering
E284,Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University),MYSORE,Engineering,202,4.2,150000,Sri Jayachamarajendra College of Engineering(Constituent College of JSS Science & Technology University) is listed in the official KEA UGCET 2025 engineering seat matrix.,Engineering
E285,RV University R.V. VIDYANIKETAN,BANGALORE,Engineering,203,4.2,150000,RV University R.V. VIDYANIKETAN is listed in the official KEA UGCET 2025 engineering seat matrix.,B Tech In Computer Science And Engineering
E286,BGS College of Engineering & Technology,Bangalore,Engineering,204,4.2,150000,BGS College of Engineering & Technology is listed in the official KEA UGCET 2025 engineering seat matrix.,Artificial Intelligence And Data Science|Artificial Intelligence And Machine Learning|Computer Science And Design|Computer Science And Engineering|Information Science And Engineering
E287,"Vidyashilp University #125, Bettenahalli, Kundana Hobli, Chapparkallu Rd, Bengaluru, Karnataka",Bengaluru,Engineering,205,4.2,150000,"Vidyashilp University #125, Bettenahalli, Kundana Hobli, Chapparkallu Rd, Bengaluru, Karnataka is listed in the official KEA UGCET 2025 engineering seat matrix.",B Tech (hons) Computer Science And Engineerin G(data Science)
E288,Garden City University,Bangalore,Engineering,206,4.2,150000,Garden City University is listed in the official KEA UGCET 2025 engineering seat matrix.,B Tech In Computer Science|B Tech In Information Technology|B Tech In Robotic Engineering|B.tech In Electronics Engineering|Computer Science|Information Science
E289,Visvesvaraya Technological University,Kalburgi,Engineering,207,4.2,150000,Visvesvaraya Technological University is listed in the official KEA UGCET 2025 engineering seat matrix.,B Tech In Artificial Intelligence And Data Science|Computer Science And Engineering|Electronics & Computer Engineering
E290,Visvesvaraya Technological University,Mysuru,Engineering,208,4.2,150000,Visvesvaraya Technological University is listed in the official KEA UGCET 2025 engineering seat matrix.,B Tech In Artificial Intelligence And Data Science|B Tech In Electronics & Communica Tion Engineering|Computer Science And Engineering|Mechanical Engineering
E291,Government Engineering College,Gadag,Engineering,209,4.2,150000,Government Engineering College is listed in the official KEA UGCET 2025 engineering seat matrix.,Artificial Intelligence And Data Science|Civil Engineering|Computer Science And Engineering|Electronics And Communica Tion Engg
E292,Government Engineering College,Bidar,Engineering,210,4.2,150000,Government Engineering College is listed in the official KEA UGCET 2025 engineering seat matrix.,Artificial Intelligence And Data Science|Civil Engineering|Computer Science And Engineering|Electronics And Communica Tion Engg
E297,ADITYA COLLEGE OF ENGINEERING AND TECHNOLOGY SURVEY NO,YELAHANKA,Engineering,211,4.2,150000,ADITYA COLLEGE OF ENGINEERING AND TECHNOLOGY SURVEY NO is listed in the official KEA UGCET 2025 engineering seat matrix.,Artificial Intelligence And Data Science|Artificial Intelligence And Machine Learning|Computer Science And Engg (artificial Intelligenc E)|Computer Science And Engg(artifi Cial Intelligence And Machine Learning)|Computer Science And Engineering|Data Sciences|Electronics & Computer Engineering|Electronics And Communica Tion Engg|Information Science And Engineering
E299,Ghousia Institute of Technology for Women,Banglaore-29,Engineering,212,4.2,150000,Ghousia Institute of Technology for Women is listed in the official KEA UGCET 2025 engineering seat matrix.,Computer Science And Engineering|Electronics And Communica Tion Engg|Information Science And Engineering
E300,AKASH INTITUTE OF ENGINEERING AND TECHNOLOGY PRASANNAHALLI MAIN RAOD,KASABA HOBLI,Engineering,213,4.2,150000,AKASH INTITUTE OF ENGINEERING AND TECHNOLOGY PRASANNAHALLI MAIN RAOD is listed in the official KEA UGCET 2025 engineering seat matrix.,Artificial Intelligence And Data Science|Computer Science And Engg(artifi Cial Intelligence And Machine Learning)|Computer Science And Engineering|Computer Science And Engineering (cyber Security)|Computer Science And Engineerin G(data Science)|Electronics And Communica Tion Engg|Information Science And Engineering|Mechanical Engineering
E301,KISHKINDA UNIVERSITY BALLARI INSTITUTE OF TECHNOLOGY & MANAGEMENT (BITM),BALLARI,Engineering,214,4.2,150000,KISHKINDA UNIVERSITY BALLARI INSTITUTE OF TECHNOLOGY & MANAGEMENT (BITM) is listed in the official KEA UGCET 2025 engineering seat matrix.,B Tech In Computer Science & Engineering (artifical Intelligence & Machine Learning)|B Tech In Computer Science And Engineering|B Tech In Electrical & Electronics Engineering|B Tech In Electronics & Communica Tion Engineering|Btech In Pharmaceu Tical Engineering
E302,AMITY UNIVERSITY National Highway,Devanahalli - Doddaballapur Road,Engineering,215,4.2,150000,AMITY UNIVERSITY National Highway is listed in the official KEA UGCET 2025 engineering seat matrix.,B Tech In Bio- Technology|B Tech In Computer Science And Engineering|B Tech In Electronics & Communica Tion Engineering|B.tech In Computer Science And Engg (robotics)|B.tech In Computer Sicence And Engg (data Analytics)|B.tech In Embedded System And Vlsi
E303,GM University KARUR VILLAGE,DAVANGERE TALUK AND DISTRICT,Engineering,216,4.2,150000,GM University KARUR VILLAGE is listed in the official KEA UGCET 2025 engineering seat matrix.,B Tech In Computer Science (data Science)|B Tech In Computer Science (cloud Computing)|B Tech In Computer Science (cyber Security)|B Tech In Computer Science And Engineering|B Tech In Electrical & Electronics Engineering|B Tech In Electronics & Communica Tion Engineering|B Tech In Information Science Engineering|Bio- Technology|Civil Engineering|Engineering Design|Mechanical Engineering|Robotics And Automation
E304,ANUVARTIK MIRJI BHARATESH INSTITUTE OF TECHNOLOGY BELAGAVI,ANUVARTIK MIRJI BHARATESH INSTITUTE OF TECHNOLOGY BELAGAVI,Engineering,217,4.2,150000,ANUVARTIK MIRJI BHARATESH INSTITUTE OF TECHNOLOGY BELAGAVI is listed in the official KEA UGCET 2025 engineering seat matrix.,Artificial Intelligence And Machine Learning|Computer Science And Engineering|Electronics And Communica Tion Engg
E305,DR H N NATIONAL COLLEGE OF ENGINEERING BENGALURU,DR H N NATIONAL COLLEGE OF ENGINEERING BENGALURU,Engineering,218,4.2,150000,DR H N NATIONAL COLLEGE OF ENGINEERING BENGALURU is listed in the official KEA UGCET 2025 engineering seat matrix.,Artificial Intelligence And Data Science|Computer Science And Engineering|Electronics And Communica Tion Engg|Information Science And Engineering
E306,THE CHANAKYA UNIVERSITY NO,DEVANAHALLI TALUK (NEAR BENGALURU INTERNATIONLA AIRPORT),Engineering,219,4.2,150000,THE CHANAKYA UNIVERSITY NO is listed in the official KEA UGCET 2025 engineering seat matrix.,B Tech In Computer Science And Engineering|Biotechnol Ogy & Bio- Engineering|B.tech In Civil Constructi On And Sustainabil Ity Engineering|B.tech In Computer Science And Artificial Intelligence|B.tech In Electrical Engineering And Computer Science|B.tech In Electronics Engineering (vlsi And Embedded System)|B.tech In Mechanical And Aerospace Engineering
E307,SESHADRIPURAM INSTITUTE OF TECHNOLOGY MYSURU MYSURU,SESHADRIPURAM INSTITUTE OF TECHNOLOGY MYSURU MYSURU,Engineering,220,4.2,150000,SESHADRIPURAM INSTITUTE OF TECHNOLOGY MYSURU MYSURU is listed in the official KEA UGCET 2025 engineering seat matrix.,Artificial Intelligence And Machine Learning|Computer Science And Engineering|Electrical & Electronics Engineering|Electronics And Communica Tion Engg|Information Science And Engineering|Mechanical Engineering
E308,CONSTITUENT COLLEGE OF VTU,CHINTAMANI CHIKABALLAPURA DIST CHIKBALLAPURA,Engineering,221,4.2,150000,CONSTITUENT COLLEGE OF VTU is listed in the official KEA UGCET 2025 engineering seat matrix.,Computer Science And Engineering|Computer Science And Engineering (aiml)|Electrical & Electronics Engineering|Electronics And Communica Tion Engg
E309,CONSTITUENT COLLEGE OF VTU,CHINTAMANI CHIKABALLAPURA DIST CHIKBALLAPURA,Engineering,222,4.2,150000,CONSTITUENT COLLEGE OF VTU is listed in the official KEA UGCET 2025 engineering seat matrix.,Engineering
